,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
3065,BYU,2024-04-15,2024-11-18,217,Monday,99053,EUR,41702,499999,24286,0.08340416680833361,0.5823701501127044,0.04857209714419429,45-55,F,castillokelsey,riley41@example.net,Anne Cabrera,F,29
3066,BYU,2024-06-09,2025-12-24,563,Sunday,921718,GBP,42900,500000,785938,0.0858,18.3202331002331,1.571876,40-50,B,castillokelsey,riley41@example.net,Anne Cabrera,F,29
3067,AKX,2023-12-07,2024-05-09,154,Thursday,674535,EUR,90367,500002,313922,0.18073327706689174,3.4738566069472263,0.6278414886340454,30-55,B,bjimenez,mathischarles@example.org,Gary Moore,M,54
3068,GRZ,2025-06-11,2027-02-12,611,Wednesday,714160,USD,13829,500000,410419,0.027658,29.67814014028491,0.820838,25-30,B,bjimenez,mathischarles@example.org,Gary Moore,M,54
3069,GRZ,2024-10-21,2025-03-19,149,Monday,907073,GBP,31171,499996,35223,0.06234249873998992,1.1299926213467646,0.07044656357250859,20-45,B,bjimenez,mathischarles@example.org,Gary Moore,M,54
3070,KTR,2025-01-09,2025-08-10,213,Thursday,92807,USD,40092,500001,64597,0.08018383963232073,1.611219195849546,0.1291937416125168,40-65,F,bjimenez,mathischarles@example.org,Gary Moore,M,54
3071,BYU,2024-06-13,2025-12-01,536,Thursday,710731,GBP,38268,499997,81254,0.0765364592187553,2.12328838716421,0.1625089750538503,40-45,F,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3072,KTR,2024-09-03,2026-02-06,521,Tuesday,369398,USD,22768,499999,297386,0.04553609107218214,13.0615776528461,0.5947731895463791,30-40,M,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3073,BYU,2024-09-13,2026-08-24,710,Friday,857953,USD,25459,500002,510141,0.050917796328814685,20.037746965709573,1.0202779188883244,25-35,F,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3074,GRZ,2024-06-16,2026-02-08,602,Sunday,240619,GBP,54344,499998,59606,0.10868843475373902,1.0968276166642132,0.1192124768499074,35-45,M,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3075,GRZ,2025-01-11,2025-02-28,48,Saturday,469275,EUR,14941,499997,1321,0.02988217929307576,0.088414430091694,0.0026420158520951125,25-30,F,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3076,AKX,2024-06-19,2026-03-21,640,Wednesday,525897,USD,13528,499998,360640,0.027056108224432898,26.658781785925488,0.7212828851315405,45-70,B,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3077,BYU,2025-06-10,2027-01-18,587,Tuesday,685600,EUR,35457,500000,376209,0.070914,10.610288518487181,0.752418,30-50,M,pricejoseph,lejoyce@example.com,Dr. Seth Peterson,M,62
3078,BYU,2023-11-16,2024-05-18,184,Thursday,354156,GBP,62071,500000,62112,0.124142,1.000660533904722,0.124224,40-60,F,ashley79,james82@example.net,Yolanda Morris,F,82
3079,KTR,2025-01-10,2026-02-25,411,Friday,588061,USD,49993,499996,504984,0.09998679989439915,10.101094153181446,1.0099760798086386,40-55,F,ashley79,james82@example.net,Yolanda Morris,F,82
3080,AKX,2024-02-16,2025-07-26,526,Friday,782987,GBP,40596,500003,121648,0.0811915128509229,2.9965513843728444,0.2432945402327586,35-40,M,ashley79,james82@example.net,Yolanda Morris,F,82
3081,AKX,2023-12-12,2024-12-24,378,Tuesday,818725,USD,26287,500001,567298,0.0525738948522103,21.580933541294176,1.1345937308125384,35-45,B,ashley79,james82@example.net,Yolanda Morris,F,82
3082,AKX,2025-05-15,2026-07-03,414,Thursday,179545,EUR,12837,500003,161984,0.02567384595692426,12.618524577393472,0.32396605620366276,35-60,B,ashley79,james82@example.net,Yolanda Morris,F,82
3083,GRZ,2025-06-17,2025-08-26,70,Tuesday,168259,GBP,25962,500001,108270,0.051923896152207695,4.170325860873584,0.21653956692086615,40-65,M,ashley79,james82@example.net,Yolanda Morris,F,82
3084,KTR,2025-07-16,2026-07-16,365,Wednesday,421177,EUR,15467,499999,51740,0.030934061868123735,3.3451865261524536,0.10348020696041392,25-50,F,qgibson,justinchristensen@example.net,April Higgins,F,34
3085,AKX,2024-10-19,2025-10-06,352,Saturday,296610,GBP,41542,499997,11094,0.08308449850699104,0.26705502864570796,0.022188133128798773,20-45,F,qgibson,justinchristensen@example.net,April Higgins,F,34
3086,AKX,2024-07-23,2025-06-22,334,Tuesday,963856,USD,64888,500000,584694,0.129776,9.010818641351252,1.169388,30-50,F,cristina43,jessica59@example.com,Renee Stewart,F,55
3087,BYU,2024-06-21,2025-05-02,315,Friday,745640,EUR,16812,500000,401344,0.033624,23.872472043778252,0.802688,20-45,M,cristina43,jessica59@example.com,Renee Stewart,F,55
3088,BYU,2025-05-15,2026-10-28,531,Thursday,3035,EUR,22777,500001,1040,0.045553908892182214,0.04566009571058524,0.00207999584000832,35-50,M,cristina43,jessica59@example.com,Renee Stewart,F,55
3089,BYU,2025-04-10,2027-02-24,685,Thursday,546666,USD,51060,500000,538404,0.10212,10.544535840188015,1.076808,30-40,B,cristina43,jessica59@example.com,Renee Stewart,F,55
3090,AKX,2024-01-09,2024-09-21,256,Tuesday,307665,EUR,61247,500001,186155,0.12249375501248998,3.0394141753881825,0.37230925538148923,25-30,B,cristina43,jessica59@example.com,Renee Stewart,F,55
3091,GRZ,2024-01-22,2024-11-29,312,Monday,822010,GBP,30214,499999,707131,0.06042812085624171,23.40408419937777,1.414264828529657,25-35,M,cristina43,jessica59@example.com,Renee Stewart,F,55
3092,KTR,2024-12-24,2026-03-19,450,Tuesday,36630,USD,25735,499999,13014,0.05147010294020588,0.5056926364872741,0.026028052056104114,25-30,B,zdawson,karen63@example.com,Thomas Salas,M,59
3093,BYU,2025-06-18,2026-08-05,413,Wednesday,257101,GBP,81912,499998,204559,0.1638246552986212,2.4973019826154896,0.40911963647854593,35-50,M,zdawson,karen63@example.com,Thomas Salas,M,59
3094,AKX,2025-04-07,2026-12-07,609,Monday,68251,EUR,16727,499996,49802,0.033454267634141076,2.9773420218807916,0.09960479683837471,45-55,B,zdawson,karen63@example.com,Thomas Salas,M,59
3095,AKX,2024-02-25,2026-01-08,683,Sunday,148964,EUR,29772,500000,13822,0.059544,0.46426172242375385,0.027644,45-50,M,zdawson,karen63@example.com,Thomas Salas,M,59
3096,GRZ,2024-11-11,2025-11-24,378,Monday,413503,EUR,21593,500002,72197,0.04318582725669097,3.343537257444542,0.14439342242631029,35-40,M,zdawson,karen63@example.com,Thomas Salas,M,59
3097,AKX,2024-09-22,2024-12-15,84,Sunday,346932,EUR,50783,499999,13054,0.10156620313240626,0.257054526120946,0.026108052216104433,45-55,F,zdawson,karen63@example.com,Thomas Salas,M,59
3098,KTR,2024-03-05,2025-07-24,506,Tuesday,812113,GBP,20633,500001,350774,0.04126591746816506,17.00063005864392,0.7015465969068062,25-40,M,zdawson,karen63@example.com,Thomas Salas,M,59
3099,GRZ,2024-06-19,2024-11-07,141,Wednesday,835496,USD,73346,500003,409959,0.14669111985328087,5.589384560848581,0.8199130805215169,35-55,M,zdawson,karen63@example.com,Thomas Salas,M,59
3100,GRZ,2025-04-09,2027-02-11,673,Wednesday,753148,GBP,18235,500000,170553,0.03647,9.353057307375925,0.341106,35-50,M,angela19,luke15@example.net,Tammy Owen,F,46
3101,GRZ,2023-11-12,2025-11-06,725,Sunday,330029,GBP,28195,499999,18077,0.056390112780225564,0.6411420464621387,0.036154072308144616,30-45,M,angela19,luke15@example.net,Tammy Owen,F,46
3102,BYU,2025-09-21,2026-11-30,435,Sunday,893522,USD,17594,499999,721641,0.03518807037614075,41.01631237922019,1.4432848865697732,20-40,M,hickscatherine,rmerritt@example.net,Courtney Robbins,F,88
3103,BYU,2023-10-24,2025-02-04,469,Tuesday,456451,EUR,50184,500000,55615,0.100368,1.1082217439821458,0.11123,45-65,M,hickscatherine,rmerritt@example.net,Courtney Robbins,F,88
3104,BYU,2024-02-08,2026-02-07,730,Thursday,928121,EUR,47669,500002,688431,0.0953376186495254,14.441901445383792,1.3768564925740296,20-25,F,hickscatherine,rmerritt@example.net,Courtney Robbins,F,88
3105,AKX,2024-02-05,2024-05-16,101,Monday,154227,USD,29378,500003,21613,0.0587556474661152,0.735686568180271,0.04322574064555613,35-45,F,hickscatherine,rmerritt@example.net,Courtney Robbins,F,88
3106,GRZ,2024-06-02,2024-08-10,69,Sunday,711244,EUR,44252,500003,288319,0.08850346897918612,6.5153891349543525,0.5766345401927588,25-50,B,hickscatherine,rmerritt@example.net,Courtney Robbins,F,88
3107,AKX,2025-03-05,2025-06-18,105,Wednesday,88476,USD,58747,500003,36430,0.11749329504022976,0.6201167719202683,0.07285956284262295,20-30,M,kimmiller,robinstanley@example.net,Monica Knight,F,38
3108,KTR,2024-04-04,2024-08-15,133,Thursday,408404,GBP,58514,500001,101555,0.1170277659444681,1.7355675564822093,0.20310959378081245,35-45,M,kimmiller,robinstanley@example.net,Monica Knight,F,38
3109,GRZ,2025-06-06,2025-10-20,136,Friday,633963,EUR,18752,499999,330076,0.03750407500815001,17.602175767918087,0.6601533203066406,30-40,B,kimmiller,robinstanley@example.net,Monica Knight,F,38
3110,KTR,2024-02-21,2024-12-11,294,Wednesday,186733,EUR,33180,499998,119,0.06636026544106176,0.003586497890295359,0.00023800095200380802,45-70,M,kimmiller,robinstanley@example.net,Monica Knight,F,38
3111,GRZ,2024-05-04,2025-08-19,472,Saturday,628096,GBP,78584,500000,449098,0.157168,5.714878346737249,0.898196,45-55,F,kimmiller,robinstanley@example.net,Monica Knight,F,38
3112,AKX,2025-04-23,2027-03-14,690,Wednesday,360606,USD,41582,500003,213148,0.08316350101899389,5.1259679669087586,0.42629344223934656,20-35,B,kimmiller,robinstanley@example.net,Monica Knight,F,38
3113,BYU,2025-07-08,2025-08-30,53,Tuesday,74863,EUR,11009,499999,62259,0.02201804403608807,5.655282041965664,0.12451824903649808,20-45,M,kimmiller,robinstanley@example.net,Monica Knight,F,38
3114,GRZ,2025-08-27,2027-03-29,579,Wednesday,432132,USD,62348,499999,331361,0.12469624939249878,5.314701353692179,0.6627233254466509,20-40,M,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3115,KTR,2023-12-23,2025-10-26,673,Saturday,500563,GBP,75842,500000,266250,0.151684,3.510587800954616,0.5325,35-50,M,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3116,GRZ,2024-05-01,2024-05-31,30,Wednesday,982856,EUR,41712,500000,644257,0.083424,15.445363444572305,1.288514,40-45,M,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3117,GRZ,2025-01-31,2025-10-23,265,Friday,819641,EUR,76409,500000,729779,0.152818,9.55095603921004,1.459558,30-45,B,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3118,GRZ,2024-06-10,2025-09-26,473,Monday,26709,GBP,13930,499996,1642,0.027860222881783053,0.11787508973438622,0.003284026272210178,35-45,B,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3119,BYU,2024-08-21,2026-01-29,526,Wednesday,852673,GBP,37031,500000,628376,0.074062,16.96891793362318,1.256752,40-45,M,elizabethrodriguez,aaronmcneil@example.net,Sarah Scott,F,31
3120,GRZ,2024-09-23,2025-07-29,309,Monday,74509,USD,62473,499999,34898,0.12494624989249979,0.5586093192259056,0.06979613959227919,35-55,F,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3121,GRZ,2024-08-29,2025-06-16,291,Thursday,399998,GBP,60012,499998,255844,0.1200244800979204,4.263214023861894,0.511690046760187,40-60,B,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3122,BYU,2025-05-04,2026-02-07,279,Sunday,692875,GBP,15674,499999,474464,0.03134806269612539,30.27076687507975,0.9489298978597958,25-35,F,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3123,GRZ,2024-03-25,2025-05-07,408,Monday,928760,EUR,33202,499999,454750,0.06640413280826561,13.696464068429613,0.909501819003638,20-30,B,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3124,GRZ,2024-04-23,2024-09-24,154,Tuesday,144747,GBP,57917,500001,62396,0.11583376833246334,1.0773348067061486,0.12479175041649916,35-60,M,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3125,AKX,2024-08-09,2026-07-16,706,Friday,864739,USD,68750,500000,349884,0.1375,5.0892218181818185,0.699768,40-50,F,sguzman,chavezkathleen@example.org,Jennifer Nelson,F,85
3126,BYU,2025-01-17,2025-12-12,329,Friday,429505,USD,52038,499999,160717,0.1040762081524163,3.0884545908758985,0.32143464286928575,30-55,B,alexandercynthia,robertsrobert@example.net,Bruce Lee,M,24
3127,KTR,2025-02-04,2026-09-19,592,Tuesday,362888,GBP,38718,500004,266885,0.07743538051695587,6.893047161526939,0.533765729874161,20-40,M,alexandercynthia,robertsrobert@example.net,Bruce Lee,M,24
3128,KTR,2024-10-18,2025-12-08,416,Friday,241349,GBP,92668,500000,196644,0.185336,2.1220270211939396,0.393288,25-30,B,ohenderson,jill31@example.org,Sheila Hernandez,F,69
3129,KTR,2024-02-27,2025-04-14,412,Tuesday,627091,EUR,87810,499999,201326,0.1756203512407025,2.292745700945223,0.4026528053056106,20-40,M,ohenderson,jill31@example.org,Sheila Hernandez,F,69
3130,AKX,2025-10-09,2027-08-21,681,Thursday,745271,USD,15529,499998,698204,0.03105812423249693,44.961298216240586,1.3964135856543427,45-70,M,ohenderson,jill31@example.org,Sheila Hernandez,F,69
3131,BYU,2025-08-30,2026-01-05,128,Saturday,433740,USD,22261,500002,246409,0.044521821912712346,11.069089438929069,0.49281602873588504,20-25,M,ohenderson,jill31@example.org,Sheila Hernandez,F,69
3132,GRZ,2025-05-30,2026-09-27,485,Friday,232916,EUR,39215,499999,26841,0.07843015686031372,0.6844574780058651,0.05368210736421473,25-45,F,ohenderson,jill31@example.org,Sheila Hernandez,F,69
3133,KTR,2025-10-09,2026-10-05,361,Thursday,200295,GBP,73936,499997,101916,0.14787288723732342,1.378435403592296,0.203833222999338,30-55,B,jeremiahconner,douglasgomez@example.org,Anthony Jenkins,M,87
3134,AKX,2025-07-17,2026-06-05,323,Thursday,749590,GBP,87177,499998,689471,0.17435469741878967,7.908863576402033,1.3789475157900632,25-40,F,jeremiahconner,douglasgomez@example.org,Anthony Jenkins,M,87
3135,KTR,2025-09-15,2025-11-03,49,Monday,980608,EUR,72283,500000,158765,0.144566,2.1964362298189064,0.31753,30-35,M,jeremiahconner,douglasgomez@example.org,Anthony Jenkins,M,87
3136,KTR,2024-12-02,2025-12-24,387,Monday,88922,EUR,33209,499999,83380,0.06641813283626567,2.5107651540245115,0.16676033352066705,20-40,M,jeremiahconner,douglasgomez@example.org,Anthony Jenkins,M,87
3137,BYU,2025-08-11,2026-07-18,341,Monday,283537,USD,19915,499998,93208,0.039830159320637284,4.680291237760482,0.18641674566698266,45-50,F,whitecarol,pettymaria@example.com,Nicole Stewart,F,20
3138,GRZ,2025-02-05,2026-11-05,638,Wednesday,454727,GBP,40190,500001,417860,0.08037983924032152,10.397113709878079,0.8357183285633428,35-60,F,whitecarol,pettymaria@example.com,Nicole Stewart,F,20
3139,GRZ,2023-10-29,2024-02-27,121,Sunday,653901,EUR,51417,499999,395620,0.10283420566841134,7.694342338137192,0.791241582483165,35-50,F,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3140,BYU,2025-02-26,2025-08-14,169,Wednesday,109037,GBP,20167,499993,96691,0.040334564683905574,4.7945157931273865,0.1933847073859034,25-50,M,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3141,AKX,2025-06-22,2025-11-01,132,Sunday,740753,GBP,38527,499999,228261,0.07705415410830822,5.924702156928907,0.4565229130458261,35-55,F,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3142,AKX,2024-07-25,2025-04-20,269,Thursday,542850,EUR,44356,500003,63981,0.08871146773119361,1.4424429614933718,0.1279612322326066,40-45,M,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3143,AKX,2024-08-27,2025-10-30,429,Tuesday,790706,USD,36003,499999,689692,0.07200614401228803,19.156514734883203,1.3793867587735176,25-45,M,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3144,GRZ,2025-09-28,2026-04-02,186,Sunday,956547,GBP,36731,499999,859710,0.07346214692429384,23.405570226783915,1.7194234388468776,25-35,M,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3145,KTR,2025-04-29,2027-03-16,686,Tuesday,398304,USD,90635,500003,151654,0.18126891238652568,1.6732388150273074,0.30330618016291905,45-60,B,trevinokimberly,jamie61@example.com,Whitney Harris,F,61
3146,KTR,2024-09-01,2025-12-29,484,Sunday,376173,USD,23383,499998,1371,0.046766187064748256,0.05863233973399478,0.002742010968043872,40-55,B,katie51,garciadebra@example.org,Elizabeth Smith,F,66
3147,AKX,2025-08-21,2026-12-06,472,Thursday,478143,EUR,74743,499998,471089,0.1494865979463918,6.302784207216729,0.9421817687270749,30-55,B,katie51,garciadebra@example.org,Elizabeth Smith,F,66
3148,BYU,2024-07-30,2026-06-03,673,Tuesday,107861,GBP,38127,499997,100175,0.07625445752674516,2.627403152621502,0.20035120210721263,45-50,M,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3149,GRZ,2024-12-08,2025-07-10,214,Sunday,858410,GBP,41214,500000,206803,0.082428,5.017785218615034,0.413606,25-40,F,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3150,BYU,2024-01-31,2024-12-20,324,Wednesday,318086,USD,20439,499999,88770,0.04087808175616351,4.343167473946866,0.17754035508071017,45-60,M,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3151,GRZ,2024-08-11,2025-11-27,473,Sunday,208319,USD,30079,499999,42295,0.06015812031624063,1.4061305229562153,0.08459016918033836,40-50,F,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3152,GRZ,2025-05-09,2027-01-24,625,Friday,694531,EUR,27382,500000,141199,0.054764,5.156635746110584,0.282398,40-60,B,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3153,KTR,2025-03-15,2026-01-15,306,Saturday,420871,USD,14919,500001,374736,0.029837940324119353,25.118037401970643,0.7494705010589979,25-40,B,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3154,AKX,2024-11-11,2025-07-05,236,Monday,309752,GBP,48731,499998,30108,0.09746238984955939,0.6178407994910837,0.06021624086496346,35-50,F,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3155,KTR,2023-11-18,2024-11-03,351,Saturday,943564,EUR,49597,500001,889815,0.09919380161239677,17.940903683690546,1.7796264407471185,40-45,M,fordyolanda,ralphlewis@example.org,Natalie Watson,F,73
3156,KTR,2024-09-28,2026-01-20,479,Saturday,900043,GBP,75689,500000,631346,0.151378,8.341317760837109,1.262692,25-45,F,joyrobertson,lunadana@example.com,Sharon Taylor,F,28
3157,KTR,2025-02-25,2025-07-13,138,Tuesday,175987,EUR,68871,499996,118633,0.13774310194481557,1.722539240028459,0.23726789814318514,20-25,B,joyrobertson,lunadana@example.com,Sharon Taylor,F,28
3158,BYU,2023-10-29,2023-12-16,48,Sunday,406787,USD,58777,500000,142977,0.117554,2.4325331337087635,0.285954,25-40,B,joyrobertson,lunadana@example.com,Sharon Taylor,F,28
3159,AKX,2024-03-23,2025-05-29,432,Saturday,848462,USD,33940,499998,736745,0.06788027152108608,21.707277548615203,1.4734958939835758,25-35,B,jessicapeters,rosekaren@example.org,Lindsey Jones,F,88
3160,AKX,2023-11-09,2025-03-22,499,Thursday,700056,GBP,11065,499999,246730,0.02213004426008852,22.298237686398554,0.4934609869219738,45-55,F,jessicapeters,rosekaren@example.org,Lindsey Jones,F,88
3161,AKX,2024-02-15,2024-06-30,136,Thursday,122005,USD,47238,500002,60156,0.0944756220975116,1.2734662771497522,0.12031151875392498,45-60,B,hallmark,nicole63@example.com,David Mitchell,M,90
3162,BYU,2023-11-09,2024-05-12,185,Thursday,300590,USD,5469,499995,209997,0.01093810938109381,38.3976961053209,0.41999819998199983,20-35,M,hallmark,nicole63@example.com,David Mitchell,M,90
3163,AKX,2023-11-08,2024-12-24,412,Wednesday,582790,GBP,88648,499998,108058,0.17729670918683674,1.218955870408808,0.21611686446745787,40-55,F,hallmark,nicole63@example.com,David Mitchell,M,90
3164,KTR,2025-02-14,2025-07-06,142,Friday,301257,GBP,23069,500000,217037,0.046138,9.408166803936018,0.434074,20-45,M,hallmark,nicole63@example.com,David Mitchell,M,90
3165,GRZ,2024-10-29,2024-12-15,47,Tuesday,70006,USD,31129,500005,43042,0.06225737742622574,1.3826978059044621,0.08608313916860831,30-55,F,hallmark,nicole63@example.com,David Mitchell,M,90
3166,KTR,2025-06-12,2025-06-18,6,Thursday,345924,USD,4292,499997,50462,0.008584051504309026,11.75722273998136,0.10092460554763329,25-35,M,hallmark,nicole63@example.com,David Mitchell,M,90
3167,KTR,2024-03-28,2025-10-08,559,Thursday,187674,USD,50633,499999,161587,0.10126620253240506,3.191337665159086,0.3231746463492927,30-40,B,hallmark,nicole63@example.com,David Mitchell,M,90
3168,GRZ,2025-02-20,2025-07-05,135,Thursday,205132,GBP,19644,499998,112712,0.03928815715262861,5.737731622887396,0.2254249016996068,40-55,B,hallmark,nicole63@example.com,David Mitchell,M,90
3169,GRZ,2024-03-13,2025-05-07,420,Wednesday,816630,EUR,22289,499998,626636,0.044578178312713254,28.114137018260127,1.2532770131080524,30-35,F,andersonwilliam,sheila25@example.net,Melinda Vance,F,49
3170,KTR,2024-06-22,2025-08-07,411,Saturday,41471,EUR,73786,499998,9755,0.14757259029036116,0.13220665166833817,0.01951007804031216,20-45,B,andersonwilliam,sheila25@example.net,Melinda Vance,F,49
3171,GRZ,2025-07-02,2026-04-13,285,Wednesday,380306,USD,73934,499999,16107,0.14786829573659147,0.21785646657829957,0.03221406442812886,20-40,F,tgrimes,cheryl38@example.org,Amanda Price,F,50
3172,GRZ,2025-06-16,2025-09-01,77,Monday,306388,EUR,57803,500000,238173,0.115606,4.120426275452831,0.476346,30-45,B,tgrimes,cheryl38@example.org,Amanda Price,F,50
3173,AKX,2024-03-20,2025-10-31,590,Wednesday,330245,EUR,17417,500002,239000,0.03483386066455734,13.722225411953838,0.477998088007648,30-55,F,tgrimes,cheryl38@example.org,Amanda Price,F,50
3174,BYU,2024-10-02,2026-07-21,657,Wednesday,393113,GBP,84523,499998,130037,0.16904667618670474,1.5384806502372135,0.2600750403001612,25-45,F,tgrimes,cheryl38@example.org,Amanda Price,F,50
3175,AKX,2024-08-10,2025-12-29,506,Saturday,312477,USD,29831,500000,158884,0.059662,5.326137239784117,0.317768,40-45,M,tgrimes,cheryl38@example.org,Amanda Price,F,50
3176,KTR,2024-10-31,2026-07-22,629,Thursday,688446,USD,14644,499997,560183,0.029288175729054376,38.25341436765911,1.1203727222363333,30-50,M,markclay,michael17@example.org,Ashley Garner,F,39
3177,GRZ,2025-03-15,2026-11-28,623,Saturday,480811,EUR,39383,499998,421337,0.07876631506526026,10.698448569179595,0.8426773707094828,40-65,F,markclay,michael17@example.org,Ashley Garner,F,39
3178,BYU,2025-09-16,2025-09-19,3,Tuesday,408163,USD,73196,499999,377163,0.14639229278458557,5.152781572763539,0.7543275086550173,35-55,M,markclay,michael17@example.org,Ashley Garner,F,39
3179,AKX,2023-11-24,2023-12-13,19,Friday,957807,GBP,40532,499997,812369,0.08106448638691832,20.042657653212277,1.624747748486491,45-70,F,markclay,michael17@example.org,Ashley Garner,F,39
3180,KTR,2024-02-22,2025-05-10,443,Thursday,766125,EUR,41181,499998,523153,0.0823623294493178,12.703746873558194,1.046310185240741,20-35,M,markclay,michael17@example.org,Ashley Garner,F,39
3181,BYU,2024-04-29,2024-09-02,126,Monday,361239,GBP,79558,500000,40755,0.159116,0.512267779481636,0.08151,45-70,B,markclay,michael17@example.org,Ashley Garner,F,39
3182,AKX,2024-09-14,2025-04-10,208,Saturday,816547,USD,31723,499999,623985,0.06344612689225379,19.66979793840431,1.2479724959449918,35-40,M,markclay,michael17@example.org,Ashley Garner,F,39
3183,BYU,2024-12-09,2026-12-08,729,Monday,86584,GBP,34384,500000,44075,0.068768,1.2818462075383898,0.08815,30-55,B,ylogan,johnathan97@example.org,John Love,M,36
3184,GRZ,2024-05-15,2024-07-20,66,Wednesday,925060,GBP,51636,499999,599719,0.10327220654441309,11.61435819970563,1.1994403988807978,20-30,B,ylogan,johnathan97@example.org,John Love,M,36
3185,AKX,2025-06-10,2026-04-17,311,Tuesday,383132,USD,51599,499995,365455,0.1031990319903199,7.0825984999709295,0.7309173091730917,35-50,M,ylogan,johnathan97@example.org,John Love,M,36
3186,GRZ,2025-06-27,2026-07-18,386,Friday,212157,GBP,21657,499995,48530,0.04331443314433144,2.2408459158701572,0.0970609706097061,35-60,B,ylogan,johnathan97@example.org,John Love,M,36
3187,KTR,2025-06-12,2026-07-14,397,Thursday,934487,EUR,25029,499996,315892,0.05005840046720374,12.621039594070877,0.6317890543124345,35-50,B,ylogan,johnathan97@example.org,John Love,M,36
3188,GRZ,2024-11-19,2025-09-12,297,Tuesday,515680,GBP,14320,500001,385288,0.02863994272011456,26.90558659217877,0.7705744588510823,30-40,B,ylogan,johnathan97@example.org,John Love,M,36
3189,KTR,2025-09-27,2026-02-15,141,Saturday,801175,USD,49470,499997,156278,0.09894059364356186,3.1590458863957953,0.3125578753472521,40-50,B,ylogan,johnathan97@example.org,John Love,M,36
3190,KTR,2024-09-09,2026-02-10,519,Monday,34575,GBP,38113,500000,5180,0.076226,0.1359116312019521,0.01036,40-65,B,frederick32,gcombs@example.com,Karen Farmer,F,29
3191,AKX,2025-02-17,2027-01-20,702,Monday,870692,USD,19101,500003,667767,0.03820177078937526,34.959792681011464,1.335525986844079,40-60,B,frederick32,gcombs@example.com,Karen Farmer,F,29
3192,KTR,2024-09-13,2026-07-14,669,Friday,959783,USD,17718,499999,563274,0.03543607087214174,31.791059939045038,1.1265502531005063,30-35,F,frederick32,gcombs@example.com,Karen Farmer,F,29
3193,GRZ,2023-12-17,2024-05-05,140,Sunday,225351,EUR,37422,499998,80907,0.07484429937719751,2.1620169953503288,0.16181464725858904,30-45,F,frederick32,gcombs@example.com,Karen Farmer,F,29
3194,AKX,2024-11-28,2026-11-28,730,Thursday,120909,USD,29685,499998,44406,0.059370237480949925,1.4959070237493683,0.088812355249421,30-40,B,frederick32,gcombs@example.com,Karen Farmer,F,29
3195,AKX,2025-09-04,2027-01-21,504,Thursday,910855,USD,49519,499997,24535,0.09903859423156539,0.49546638663947173,0.04907029442176653,35-60,B,kristen53,xmoore@example.com,Melanie Dudley,F,74
3196,AKX,2025-08-06,2026-11-07,458,Wednesday,87702,EUR,20978,499999,49357,0.041956083912167826,2.3527981695109164,0.09871419742839485,30-40,B,kristen53,xmoore@example.com,Melanie Dudley,F,74
3197,GRZ,2024-03-13,2024-12-14,276,Wednesday,990926,EUR,26680,499999,296088,0.05336010672021344,11.097751124437782,0.5921771843543687,35-40,B,kristen53,xmoore@example.com,Melanie Dudley,F,74
3198,GRZ,2025-07-28,2026-03-05,220,Monday,556716,GBP,12253,500001,324076,0.024505950988098022,26.44870643923937,0.6481507036985926,35-40,M,kristen53,xmoore@example.com,Melanie Dudley,F,74
3199,GRZ,2024-08-14,2025-06-07,297,Wednesday,784359,EUR,12318,500000,274770,0.024636,22.306380905991233,0.54954,30-40,M,qcoleman,kristinaallen@example.net,Eric Johnson MD,M,64
